match_id,champion,kills,deaths,assists,combat_events,all_fights,my_fights,fight_wins,fight_evens,fight_losses,survived_fights,died_fights,small_fights,skirmishes,teamfights,early_fights,mid_fights,late_fights,objective_before_gain,objective_before_loss,objective_during_gain,objective_during_loss,objective_after_gain,objective_after_loss
JP1_575707395,Nami,3,5,25,33,28,17,9,1,7,12,5,4,6,6,6,5,6,0,3,0,1,1,6
JP1_576319447,Galio,2,5,1,8,11,5,0,0,5,1,4,1,0,4,1,2,2,0,1,0,1,1,3
JP1_576325295,Xerath,1,6,0,7,19,5,0,0,5,0,5,1,0,1,1,4,0,0,1,0,1,0,3
JP1_576327611,Janna,1,4,3,8,28,6,2,1,3,3,3,1,2,2,2,3,1,1,2,0,1,0,1
JP1_576458828,Renata,2,5,19,26,30,14,8,2,4,9,5,3,5,6,2,3,9,2,3,1,1,1,2
JP1_576467771,Nami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_576472744,Renata,0,2,17,19,21,8,5,2,1,6,2,4,1,3,7,1,0,2,1,1,0,0,1
JP1_576475337,Nami,3,9,13,25,31,13,5,2,6,4,9,5,2,5,4,5,4,2,2,0,1,1,3
JP1_576479543,Nami,2,4,18,24,30,13,8,2,3,9,4,5,1,6,4,7,2,3,3,1,0,2,1
JP1_578259022,Nami,3,4,21,28,29,15,11,2,2,11,4,8,1,6,4,5,6,1,0,2,2,5,1
JP1_578282787,Ashe,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
JP1_578287219,Seraphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_578288222,Nami,3,8,25,36,31,20,16,0,4,12,8,11,5,3,6,7,7,3,0,1,1,4,2
JP1_578464123,Nami,0,1,11,12,28,8,6,1,1,7,1,5,2,1,4,4,0,2,0,1,0,2,0
JP1_578468053,Nami,1,11,34,46,43,20,9,2,9,9,11,5,5,10,2,7,11,3,3,2,2,3,2
JP1_578476145,Nami,1,9,17,27,38,18,9,0,9,9,9,8,5,5,4,5,9,1,6,0,1,2,2
JP1_578997522,Nami,0,2,25,27,23,13,12,0,1,11,2,7,4,2,4,4,5,3,0,1,0,6,1
JP1_579013195,Seraphine,0,7,10,17,25,9,3,0,6,2,7,5,0,3,2,2,5,0,1,1,0,2,3
JP1_579027880,Seraphine,2,4,10,16,31,11,7,1,3,7,4,6,3,2,4,6,1,2,1,3,0,4,0
JP1_579028071,Nami,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_579172983,Milio,0,2,10,12,22,10,6,2,2,8,2,5,4,1,3,7,0,0,0,0,1,1,3
JP1_579180923,Nami,3,0,5,8,20,6,6,0,0,6,0,2,3,1,4,2,0,0,2,0,0,2,0
JP1_579189371,Nami,4,0,10,14,20,11,11,0,0,11,0,6,5,0,4,7,0,3,0,0,0,2,0
JP1_579194910,Nami,0,1,10,11,19,8,7,0,1,7,1,4,4,0,3,5,0,3,0,0,0,1,1
JP1_579201885,Nami,2,7,7,16,20,11,3,1,7,4,7,2,6,3,2,4,5,2,1,0,3,1,3
JP1_579211581,Nami,0,5,17,22,30,15,10,0,5,10,5,7,7,1,4,3,8,4,1,1,1,5,1
JP1_579219440,Nami,0,4,9,13,25,7,3,1,3,3,4,4,2,1,3,4,0,1,0,0,0,2,1
JP1_579223662,Nami,0,2,9,11,14,6,5,0,1,4,2,1,5,0,1,3,2,0,0,0,1,0,1
JP1_579226714,Nami,1,7,13,21,35,15,9,2,4,8,7,4,7,4,3,5,7,0,1,0,2,2,1
JP1_579395267,Nami,0,3,8,11,11,7,5,1,1,4,3,5,2,0,5,2,0,1,1,0,0,0,0
JP1_579400791,Nami,1,0,13,14,9,7,7,0,0,7,0,4,3,0,5,2,0,1,2,0,0,1,0
JP1_579407735,Nami,1,2,7,10,19,6,4,0,2,4,2,4,1,1,2,4,0,3,0,0,0,3,1
JP1_579416870,Nami,3,9,25,37,41,22,11,3,8,13,9,8,8,6,8,5,9,1,2,1,1,2,4
JP1_579432372,Nami,0,7,4,11,24,9,1,1,7,2,7,1,1,6,1,5,3,0,0,0,1,0,5
JP1_579440772,Renata,0,5,9,14,23,7,2,1,4,2,5,1,2,3,0,3,4,1,2,0,0,0,3
JP1_579447985,Nami,0,10,12,22,24,11,4,1,6,1,10,2,3,6,3,5,3,1,2,0,1,1,3
JP1_579453884,Nami,3,3,22,28,28,15,14,0,1,12,3,8,5,2,5,8,2,4,1,2,0,5,0
JP1_579457423,Nami,1,7,1,9,16,6,0,0,6,0,6,1,2,3,0,3,3,1,1,0,1,0,3
JP1_579462254,Nami,3,6,11,20,27,12,7,1,4,7,5,6,3,3,4,7,1,0,2,0,1,0,4
JP1_579596244,Nami,3,1,15,19,29,12,10,1,1,11,1,5,4,2,3,6,3,3,0,2,0,3,0
JP1_579608034,Nami,0,12,9,21,39,18,3,4,11,6,12,8,7,3,4,6,8,0,4,0,4,2,4
JP1_579621170,Nami,1,10,8,19,32,13,4,1,8,3,10,4,4,5,4,7,2,1,2,1,2,1,2
JP1_579627931,Nami,3,1,10,14,21,8,6,1,1,7,1,2,4,2,3,3,2,4,0,1,0,2,0
JP1_579635375,Nami,0,6,10,16,20,8,3,0,5,3,5,1,4,3,1,4,3,1,2,2,1,0,1
JP1_579969592,Seraphine,1,4,7,12,26,6,3,0,3,2,4,4,1,1,2,3,1,0,0,1,0,1,0
JP1_579981367,Nami,0,8,8,16,29,12,3,1,8,4,8,2,7,3,2,5,5,0,4,0,1,1,3
JP1_580006635,Nami,0,5,3,8,10,6,0,1,5,1,5,1,4,1,3,2,1,0,0,0,0,0,2
JP1_580019330,Nami,1,1,6,8,21,5,4,0,1,4,1,3,2,0,2,3,0,0,0,0,0,1,0
JP1_580543013,Nami,0,3,13,16,21,8,4,3,1,5,3,2,2,4,3,5,0,2,2,0,0,1,1
JP1_580639352,Galio,2,6,14,22,45,14,8,1,5,8,6,6,3,5,0,6,8,2,2,0,0,2,4
JP1_580651266,Janna,0,1,3,4,22,4,3,0,1,3,1,3,1,0,2,2,0,1,1,0,0,0,1
JP1_580656938,Janna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_580657909,Nami,0,4,7,11,28,9,3,1,5,5,4,1,6,2,1,1,7,0,1,0,2,1,2
JP1_580666865,Nami,0,7,1,8,19,8,0,0,8,1,7,3,2,3,1,4,3,0,2,0,1,0,4
JP1_580744748,Nami,3,3,20,26,34,16,14,1,1,13,3,12,3,1,6,7,3,3,2,1,0,3,1
JP1_580756373,Milio,3,1,19,23,34,12,11,1,0,11,1,3,5,3,3,5,4,4,0,2,0,5,0
JP1_580765194,Milio,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_580766692,Milio,1,3,6,10,23,7,4,0,3,4,3,6,0,1,2,4,1,0,3,0,0,1,1
JP1_580843375,Nami,1,5,24,30,35,14,10,0,4,9,5,5,4,5,3,6,5,2,1,1,2,7,1
JP1_580855519,Nami,3,8,22,33,38,15,5,1,9,7,8,4,4,7,2,6,7,2,1,2,0,2,4
JP1_580864240,Nami,0,9,11,20,35,12,4,1,7,3,9,1,8,3,1,4,7,1,4,0,0,2,4
JP1_581018990,Milio,1,4,10,15,27,10,4,3,3,6,4,5,4,1,0,5,5,2,0,0,0,1,1
JP1_581027545,Milio,1,3,4,8,22,6,2,1,3,3,3,2,2,2,1,2,3,0,3,0,0,0,2
JP1_581034202,Milio,1,0,3,4,21,4,4,0,0,4,0,3,1,0,2,2,0,1,0,0,0,0,0
JP1_581193573,Milio,1,2,0,3,7,3,1,0,2,1,2,3,0,0,3,0,0,0,0,0,0,0,0
JP1_581197907,Seraphine,4,5,17,26,42,18,11,4,3,13,5,10,6,1,6,6,6,2,2,1,0,4,2
JP1_581207839,Morgana,1,5,25,31,29,14,9,0,5,9,5,2,8,4,2,6,6,3,1,1,0,6,0
JP1_581216478,Nami,2,5,21,28,18,11,6,2,3,6,5,3,2,6,3,4,4,0,1,1,0,4,2
JP1_581333309,Nami,1,4,8,13,21,9,4,1,4,5,4,2,4,3,2,1,6,1,0,1,0,0,3
JP1_581341733,Nami,0,7,14,21,22,11,5,1,5,4,7,5,4,2,2,5,4,2,2,1,0,2,2
JP1_581373890,Morgana,5,3,18,26,29,14,11,2,1,11,3,7,3,3,7,4,3,2,0,1,0,2,0
JP1_581386479,Janna,0,10,20,30,27,14,5,3,6,4,10,2,6,6,4,2,8,1,3,0,1,0,3
JP1_581402157,Morgana,7,3,12,22,27,12,10,0,2,9,3,7,3,2,3,5,4,1,1,0,1,5,1
JP1_581415669,Nami,0,9,5,14,28,12,2,1,9,3,9,6,5,1,7,4,1,1,2,2,1,2,1
JP1_581432017,Nami,4,1,16,21,28,12,10,2,0,11,1,9,2,1,5,7,0,4,0,2,0,2,0
JP1_581439116,Nami,1,2,0,3,11,2,0,1,1,0,2,0,1,1,0,2,0,0,1,0,0,0,2
JP1_581640753,Milio,0,0,7,7,9,4,3,0,1,4,0,2,2,0,4,0,0,0,0,0,0,2,0
JP1_581767336,Anivia,1,6,7,14,33,11,6,2,3,5,6,2,5,2,0,5,6,3,1,1,1,1,0
JP1_581777636,Galio,4,7,14,25,29,12,4,1,7,5,7,5,3,4,4,5,3,1,0,0,1,2,2
JP1_581790090,Galio,0,8,2,10,22,7,0,0,7,0,7,1,0,3,3,2,2,0,1,0,0,0,2
JP1_581800511,Galio,0,1,1,2,18,2,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
JP1_581806456,Braum,1,2,10,13,21,8,8,0,0,6,2,4,4,0,7,1,0,1,1,2,0,2,0
JP1_582145375,Vayne,33,7,2,42,42,22,13,2,7,15,7,10,7,3,8,9,5,0,5,4,1,1,1
JP1_582155249,Morgana,6,2,7,15,20,10,9,0,1,8,2,4,2,2,6,4,0,2,0,1,0,2,0
JP1_582317507,Seraphine,2,4,15,21,20,10,5,1,4,6,4,4,1,5,2,4,4,1,1,1,0,4,0
JP1_582332415,Nami,0,1,0,1,11,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
JP1_582335397,Seraphine,0,3,4,7,26,6,2,0,4,3,3,1,2,3,1,4,1,0,1,1,1,1,1
JP1_583103270,Nami,5,7,16,28,38,17,8,2,7,10,7,7,6,4,4,3,10,3,1,0,0,3,2
JP1_583298302,Renata,0,3,3,6,12,6,2,0,4,3,3,2,2,2,1,3,2,1,3,0,1,0,1
JP1_583304510,Nami,2,5,16,23,22,11,5,2,4,6,5,3,3,5,1,6,4,5,0,1,0,4,1
JP1_583441601,Nami,1,7,12,20,28,11,5,1,5,4,7,1,3,7,1,3,7,0,4,1,2,0,1
JP1_583454180,Nami,1,1,0,2,12,2,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
JP1_583457881,Janna,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_583619029,Seraphine,0,3,5,8,25,7,2,1,4,4,3,0,4,3,1,2,4,0,3,0,2,0,2
JP1_583627479,Nami,0,4,8,12,24,7,2,2,3,3,4,1,2,4,1,1,5,0,2,1,0,1,2
JP1_583638626,Morgana,1,5,1,7,22,6,1,1,4,1,5,2,2,2,1,4,1,1,1,0,1,0,1
JP1_583647018,Nami,1,2,23,26,22,11,10,0,1,9,2,5,2,4,5,5,1,2,0,1,0,3,1
JP1_583830842,Morgana,4,5,14,23,28,14,8,1,5,9,5,4,5,4,4,6,4,2,3,0,0,1,3
JP1_583912007,Nami,2,7,20,29,36,14,8,1,5,7,7,5,6,3,3,6,5,0,2,0,0,2,3
JP1_583999160,Morgana,2,0,6,8,16,5,5,0,0,5,0,3,1,1,2,3,0,2,0,0,0,2,0
JP1_584009074,Janna,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_584057876,Ashe,2,6,10,18,23,9,5,1,3,3,6,3,2,4,3,4,2,0,0,1,0,3,1
JP1_584062947,Illaoi,1,11,1,13,29,11,0,0,11,0,11,3,0,1,3,5,3,0,2,0,1,0,5
JP1_584246377,Morgana,2,3,14,19,34,13,8,3,2,10,3,7,3,2,6,6,1,1,2,0,1,2,1
JP1_584264807,Nami,2,5,7,14,15,7,1,2,4,2,5,2,3,2,1,6,0,0,2,0,0,0,0
JP1_584269709,Leona,1,8,17,26,28,12,8,2,2,4,8,4,5,3,3,7,2,2,1,1,1,4,1
JP1_584394437,Rakan,0,0,9,9,19,5,5,0,0,5,0,2,2,1,1,4,0,0,0,0,0,1,0
JP1_584582138,Pantheon,12,3,8,23,28,10,9,1,0,8,2,2,3,3,6,4,0,2,1,2,1,2,0
JP1_584585318,Pantheon,4,1,5,10,22,6,5,0,1,5,1,1,1,3,6,0,0,3,0,1,0,2,0
JP1_584739562,Pantheon,6,2,10,18,24,4,4,0,0,3,1,0,2,1,4,0,0,1,0,2,0,1,0
JP1_584741993,Seraphine,3,3,16,22,33,13,10,1,2,10,3,8,2,3,9,4,0,2,1,2,0,5,0
JP1_584908197,Pantheon,0,4,0,4,17,3,0,0,3,0,3,1,1,1,3,0,0,0,0,0,1,0,3
JP1_584910656,Pantheon,2,3,7,12,15,7,4,2,1,4,3,3,2,1,7,0,0,1,0,0,0,1,0
JP1_585305580,Pantheon,0,4,1,5,29,5,0,1,4,1,4,1,1,2,2,3,0,1,1,0,1,0,1
JP1_585311976,Galio,2,11,9,22,30,11,1,0,10,0,11,0,3,6,2,5,4,1,3,0,1,0,3
JP1_585625679,Morgana,2,1,2,5,14,4,3,1,0,3,1,3,1,0,4,0,0,1,0,0,0,1,0
JP1_585630522,Seraphine,2,4,14,20,15,10,7,1,2,6,4,2,4,4,4,6,0,4,0,1,0,3,0
JP1_585641326,Morgana,4,9,14,27,31,12,4,0,8,3,9,0,6,6,1,4,7,0,2,2,0,1,3
JP1_585779279,Milio,3,4,21,28,33,13,8,1,4,9,4,2,4,7,1,4,8,2,1,1,0,3,4
JP1_585954953,Seraphine,6,4,20,30,39,18,13,4,1,14,4,10,7,1,6,6,6,2,0,1,0,4,0
JP1_585973881,Janna,2,5,2,9,25,7,2,0,5,2,5,3,3,1,2,1,4,0,0,0,0,0,1
JP1_585981782,Morgana,3,12,5,20,31,14,3,1,10,2,12,5,7,1,5,5,4,0,4,0,3,0,3
JP1_585987767,Seraphine,1,3,14,18,32,12,8,1,3,9,3,3,4,4,1,6,5,2,1,0,0,3,0
JP1_586084566,Milio,0,0,6,6,21,5,4,1,0,5,0,3,2,0,3,2,0,0,1,0,1,0,0
JP1_586089933,Seraphine,3,3,28,34,34,16,11,2,3,13,3,6,6,4,6,7,3,2,1,0,1,2,0
JP1_586125297,Braum,2,4,28,34,33,18,14,1,3,14,4,6,3,9,3,6,9,6,1,2,0,5,0
JP1_586308328,Ashe,9,10,12,31,31,14,4,4,6,4,10,2,4,8,3,4,7,3,3,0,1,2,2
JP1_586313675,Morgana,3,3,11,17,20,12,9,1,2,9,3,5,1,5,4,1,7,1,0,0,2,2,1
JP1_586988955,Ashe,6,6,10,22,16,12,8,0,4,6,6,4,6,2,5,6,1,2,0,1,1,5,0
JP1_587124674,Morgana,4,1,14,19,25,12,11,0,1,11,1,6,4,2,6,4,2,1,1,0,0,1,1
JP1_587137971,Nami,1,1,17,19,20,12,11,1,0,11,1,9,1,2,8,4,0,4,0,1,0,3,0
JP1_587143693,Morgana,5,7,5,17,30,13,4,3,6,6,7,4,7,2,4,6,3,0,3,0,2,1,3
JP1_587147991,Leona,0,4,1,5,12,4,0,0,4,0,4,2,2,0,3,1,0,0,0,0,0,1,2
JP1_587676299,Milio,0,5,5,10,20,8,2,1,5,3,5,1,2,5,0,4,4,1,2,0,1,1,3
JP1_587686624,Janna,0,0,2,2,13,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
JP1_587697101,Nami,3,5,10,18,32,14,10,1,3,9,5,9,1,4,2,9,3,1,1,2,1,1,2
JP1_587705855,Morgana,3,2,18,23,34,14,11,1,2,12,2,6,4,4,5,6,3,0,1,2,0,3,3
JP1_587717653,Morgana,3,9,8,20,32,15,5,4,6,6,9,5,5,5,3,4,8,0,3,0,2,2,3
JP1_587726875,Pantheon,3,2,6,11,22,4,4,0,0,2,2,1,1,2,4,0,0,1,0,3,0,1,0
JP1_587909911,Ashe,13,7,5,25,35,17,8,3,6,10,7,6,7,3,6,7,4,1,4,0,0,2,5
JP1_587918620,Karma,2,6,16,24,28,14,8,2,4,8,6,8,4,2,3,6,5,8,0,1,1,4,0
JP1_587930135,Pantheon,2,9,3,14,20,11,2,0,9,2,9,4,1,4,5,6,0,0,6,0,2,0,3
JP1_587934023,Nocturne,1,6,7,14,27,9,3,3,3,3,6,2,6,1,3,6,0,0,3,0,0,1,2
JP1_587937088,Morgana,1,10,12,23,37,16,7,1,8,6,10,9,3,4,3,8,5,0,3,0,3,2,3
JP1_587939709,Nocturne,3,6,3,12,18,9,4,0,5,3,6,3,5,1,3,4,2,1,2,0,0,1,3
JP1_588237043,Morgana,1,5,4,10,23,9,2,1,6,4,5,3,6,0,4,5,0,1,1,0,0,1,2
JP1_588241158,Lissandra,4,6,7,17,30,11,5,1,5,5,6,2,2,2,5,5,1,1,1,2,0,2,0
JP1_588372720,Rakan,0,2,10,12,20,7,5,0,2,5,2,4,1,2,2,3,2,1,1,0,1,4,0
JP1_588381904,Braum,1,8,14,23,30,14,7,2,5,6,8,4,6,4,3,3,8,3,1,1,0,3,1
JP1_588523467,Ashe,2,10,3,15,33,11,1,2,8,1,10,4,6,1,4,4,3,1,1,0,1,1,2
JP1_588531273,Senna,5,5,6,16,30,13,6,3,4,8,5,6,6,1,5,5,3,2,1,0,1,2,0
JP1_588538442,Seraphine,4,7,9,20,34,12,4,2,6,5,7,4,5,3,1,6,5,1,2,0,1,3,2
JP1_588543292,Seraphine,2,11,11,24,24,15,5,2,8,5,10,8,4,3,7,7,1,1,1,1,1,2,4
JP1_589223792,Seraphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_589224760,Morgana,4,8,14,26,41,13,6,2,5,5,8,3,7,3,4,6,3,3,1,1,1,2,2
JP1_589230849,Morgana,3,2,2,7,18,6,3,1,2,4,2,4,2,0,4,2,0,0,0,0,0,0,1
JP1_589508997,Morgana,3,3,10,16,21,9,6,0,3,6,3,2,4,3,1,5,3,2,0,2,1,4,0
JP1_589526185,Nocturne,8,3,10,21,31,11,9,2,0,8,3,4,2,5,2,6,3,6,1,1,0,1,0
JP1_589536132,Caitlyn,2,16,4,22,28,16,1,1,14,0,16,6,6,4,8,5,3,0,1,0,2,0,6
JP1_589542931,Nocturne,1,11,12,24,33,14,6,1,7,3,11,5,4,5,4,5,5,1,3,0,1,1,4
JP1_589550525,Morgana,7,5,15,27,34,16,11,1,4,11,5,6,6,4,8,6,2,1,1,2,1,2,1
JP1_589555264,Zyra,4,6,11,21,34,10,6,1,3,4,6,3,3,3,2,2,6,1,0,1,0,3,1
JP1_589731144,Seraphine,1,6,17,24,28,13,8,2,3,7,6,6,4,3,5,6,2,3,0,3,0,4,1
JP1_589739996,Nami,0,2,3,5,25,4,2,0,2,2,2,3,1,0,1,3,0,0,2,0,0,0,3
JP1_590484680,Nami,1,5,16,22,28,13,8,2,3,8,5,6,4,3,2,5,6,1,2,0,0,2,1
JP1_590492429,Nami,1,6,21,28,33,17,11,1,5,11,6,9,4,4,6,6,5,3,1,3,1,2,2
JP1_590607790,Morgana,0,10,16,26,36,18,8,2,8,8,10,7,7,4,6,6,6,3,1,2,0,4,1
JP1_590617657,Nami,0,1,19,20,22,11,10,1,0,10,1,5,4,2,3,5,3,1,1,0,0,2,0
JP1_590908218,Galio,2,4,16,22,31,10,7,1,2,6,4,3,6,1,2,5,3,2,1,1,0,2,1
JP1_591064825,Nami,0,4,2,6,19,5,1,0,4,1,4,1,2,2,1,3,1,1,3,0,0,0,2
JP1_591256919,Nami,3,2,13,18,21,11,9,1,1,9,2,6,4,1,3,6,2,5,0,2,0,2,0
JP1_591420730,Milio,1,1,11,13,29,8,7,0,1,7,1,4,3,1,3,3,2,2,0,1,0,3,0
JP1_591429144,Morgana,3,9,12,24,32,13,4,2,7,4,9,2,3,8,1,5,7,3,2,2,1,1,3
JP1_591434669,Nami,2,3,11,16,26,8,4,2,2,5,3,1,5,2,2,4,2,2,0,0,1,3,0
JP1_591845835,Rakan,1,5,13,19,28,10,5,0,5,5,5,3,2,4,2,4,4,2,0,0,2,5,0
JP1_591847983,Nami,1,10,28,39,35,16,6,2,8,6,10,5,3,8,1,5,10,5,3,0,2,3,1
JP1_592130272,Lissandra,3,7,0,10,21,8,2,0,6,1,7,2,0,5,1,6,1,1,2,0,0,0,3
JP1_592134035,Nami,1,4,15,20,39,15,8,2,5,11,4,3,6,6,2,2,11,2,2,1,0,2,2
JP1_592306373,Olaf,0,6,0,6,17,6,0,0,6,0,6,2,0,0,4,2,0,0,2,0,0,0,2
JP1_592307679,Nami,0,8,10,18,30,13,4,2,7,5,8,4,6,3,3,5,5,0,2,0,1,1,3
JP1_592468449,Nami,0,6,6,12,25,9,3,0,6,3,6,5,1,3,4,3,2,0,3,0,1,0,4
JP1_592470895,Nami,0,7,2,9,18,8,1,1,6,2,6,3,3,2,2,5,1,0,1,0,1,0,4
JP1_592582664,Nami,1,4,12,17,25,9,7,1,1,5,4,4,4,1,3,6,0,0,0,0,1,3,0
JP1_592588648,Nami,3,3,13,19,18,7,5,1,1,4,3,0,3,3,1,4,2,2,1,1,1,1,0
JP1_592594621,Nami,1,4,11,16,26,11,7,0,4,7,4,4,4,3,2,7,2,2,1,0,1,2,1
JP1_592700375,Nami,0,10,13,23,28,14,3,1,10,4,10,3,4,7,0,6,8,1,4,0,2,1,6
JP1_592709920,Nami,0,2,18,20,23,13,9,2,2,11,2,6,5,2,2,3,8,2,1,0,0,3,1
JP1_592827787,Seraphine,1,1,5,7,13,4,3,0,1,3,1,2,1,1,2,2,0,3,0,0,0,1,0
JP1_592833784,Nami,1,0,8,9,14,8,8,0,0,8,0,7,1,0,3,4,1,0,0,0,0,6,0
JP1_592844137,Nami,2,8,29,39,35,17,9,2,6,9,8,2,7,7,4,8,5,4,1,3,2,3,0
JP1_592855756,Morgana,3,8,14,25,30,11,6,3,2,3,8,1,4,6,4,3,4,3,1,1,1,2,0
JP1_592977857,Morgana,2,7,8,17,25,9,2,4,3,4,5,3,4,2,4,4,1,0,1,0,1,0,4
JP1_592986902,Nami,1,3,22,26,25,13,10,2,1,10,3,4,7,2,5,3,5,2,3,2,0,2,0
JP1_593264876,Nami,0,8,8,16,24,12,6,0,6,4,8,2,5,5,3,5,4,1,3,0,2,4,1
JP1_593270722,Nami,1,8,11,20,25,12,5,2,5,4,8,4,3,5,3,4,5,1,3,0,3,0,3
JP1_593554309,Nami,2,4,27,33,38,19,13,2,4,15,4,5,9,5,4,6,9,1,2,1,1,1,2
JP1_593556897,Morgana,0,3,11,14,27,9,6,0,3,6,3,4,2,3,2,6,1,3,0,1,0,3,0
JP1_593814949,Nami,0,4,7,11,26,8,2,4,2,4,4,4,3,1,4,4,0,1,1,0,0,1,1
JP1_593822384,Morgana,1,7,7,15,38,13,5,1,7,6,7,2,9,1,2,7,4,0,4,0,2,1,3
JP1_593832544,Nami,0,5,10,15,20,8,3,1,4,3,5,0,4,4,0,3,5,0,4,0,2,0,4
JP1_593840713,Nami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_593845205,Galio,2,7,4,13,27,9,1,2,6,2,7,2,1,5,4,1,4,1,1,0,1,0,4
JP1_594255355,Illaoi,0,11,2,13,40,12,2,0,10,1,11,3,2,1,3,4,5,1,1,0,0,0,3
JP1_594265922,Ashe,0,5,0,5,13,5,0,2,3,0,5,3,2,0,3,2,0,0,1,0,0,1,1
JP1_594423553,Seraphine,2,6,18,26,22,10,6,2,2,4,6,0,5,4,2,4,4,2,0,2,0,4,1
JP1_594433929,Seraphine,1,5,25,31,31,16,12,1,3,11,5,7,5,4,6,4,6,2,1,3,0,2,2
JP1_594642669,Seraphine,2,0,11,13,26,6,6,0,0,6,0,2,3,1,1,3,2,2,2,1,0,2,0
JP1_594648671,Morgana,3,9,30,42,32,16,9,1,6,7,9,4,3,9,2,6,8,3,1,0,0,3,2
JP1_594897799,Morgana,3,2,20,25,29,14,12,0,2,12,2,4,5,5,4,6,4,3,2,1,0,3,0
JP1_594908369,Nami,2,5,4,11,21,8,2,1,5,3,5,5,3,0,6,2,0,0,1,0,0,0,1
JP1_595303130,Leona,1,4,4,9,21,8,4,0,4,4,4,5,1,1,6,2,0,0,3,0,0,0,1
JP1_595308942,Morgana,3,0,5,8,21,6,5,1,0,6,0,4,2,0,1,5,0,1,2,1,0,1,0
JP1_595318494,Seraphine,1,4,12,17,34,8,6,1,1,4,4,3,2,3,2,2,4,2,1,0,1,3,1
JP1_595351261,Seraphine,1,2,22,25,32,14,13,1,0,12,2,6,5,3,5,8,1,3,2,2,0,5,0
JP1_595357291,Seraphine,3,6,21,30,38,20,14,0,6,14,6,13,3,4,3,7,10,4,0,2,0,4,2
JP1_595366210,Seraphine,1,8,14,23,28,14,6,1,7,6,8,8,1,5,5,4,5,0,0,0,1,3,0
JP1_595367973,Seraphine,1,8,3,12,21,9,0,1,8,1,8,4,3,2,5,4,0,0,1,1,0,0,4
JP1_595371655,Morgana,1,14,8,23,37,15,1,5,9,1,14,8,4,2,6,5,4,0,2,0,1,0,4
JP1_595544302,Seraphine,2,8,21,31,35,17,10,1,6,9,8,4,9,4,3,5,9,2,3,1,2,2,2
JP1_595551229,Seraphine,1,1,9,11,19,7,5,1,1,6,1,2,4,1,3,4,0,2,0,1,0,4,0
JP1_595629512,Seraphine,2,4,2,8,21,6,0,3,3,2,4,2,3,1,2,4,0,0,0,0,0,0,0
JP1_595635152,Nami,2,4,4,10,17,5,2,0,3,1,4,1,3,0,4,1,0,0,0,1,0,1,0
JP1_595638404,Seraphine,1,7,13,21,45,13,6,2,5,6,7,1,3,8,0,4,9,0,3,0,2,1,2
JP1_595694813,Seraphine,2,12,14,28,33,18,7,0,11,6,12,4,8,5,3,9,6,0,5,0,1,1,2
JP1_595704070,Seraphine,2,7,6,15,34,10,2,1,7,3,7,5,3,2,3,5,2,0,1,0,1,0,3
JP1_595715648,Seraphine,1,5,7,13,20,9,3,2,4,4,5,1,5,3,2,3,4,0,1,0,0,1,3
JP1_596086841,Lissandra,8,11,5,24,28,15,3,1,11,5,10,2,7,6,4,6,5,2,4,1,2,0,2
JP1_596096320,Seraphine,0,3,3,6,18,4,1,1,2,1,3,3,0,1,1,3,0,0,1,0,0,0,0
JP1_596212015,Pantheon,2,15,11,28,36,18,5,2,11,3,15,3,5,8,5,5,8,4,0,1,0,4,5
JP1_596223359,Morgana,2,8,13,23,22,12,7,0,5,4,8,4,3,4,5,4,3,4,0,2,1,1,0
JP1_596242575,Morgana,5,1,8,14,26,9,8,1,0,8,1,3,6,0,4,5,0,2,0,0,0,4,0
JP1_596246810,Leona,3,1,4,8,18,6,5,1,0,5,1,5,1,0,3,3,0,0,0,0,0,2,0
JP1_596841033,Leona,5,10,21,36,42,17,8,2,7,7,10,6,3,8,6,6,5,1,2,2,0,2,1
JP1_597024269,Seraphine,1,6,1,8,18,7,1,0,6,1,6,3,3,1,2,3,2,0,1,0,1,0,4
